Unnamed: 0,project,classifier,fold,balanced_acc,feature_extraction
64.0,eclipse,nb,14,0.559286788693325,bert
65.0,eclipse,nb,15,0.544017846291367,bert
66.0,eclipse,nb,16,0.531891014370443,bert
67.0,eclipse,nb,17,0.564382624335314,bert
68.0,eclipse,nb,18,0.564029267833616,bert
69.0,eclipse,nb,19,0.582137246780043,bert
70.0,eclipse,nb,20,0.550927392390807,bert
71.0,eclipse,nb,21,0.549702085013428,bert
72.0,eclipse,nb,22,0.566010577171134,bert
73.0,eclipse,nb,23,0.552688572099945,bert
74.0,eclipse,nb,24,0.54377764060571,bert
75.0,eclipse,nb,25,0.569432615524058,bert
76.0,eclipse,nb,26,0.537650019357336,bert
77.0,eclipse,nb,27,0.558276064610866,bert
78.0,eclipse,nb,28,0.565264955127779,bert
79.0,eclipse,nb,29,0.553254940726906,bert
80.0,eclipse,nb,30,0.542071014011295,bert
81.0,eclipse,nb,31,0.556961617093469,bert
82.0,eclipse,nb,32,0.575515593807014,bert
83.0,eclipse,nb,33,0.570218140518524,bert
84.0,eclipse,nb,34,0.553876194643932,bert
85.0,eclipse,nb,35,0.545926981112166,bert
86.0,eclipse,nb,36,0.561502833691616,bert
87.0,eclipse,nb,37,0.57152533427164,bert
88.0,eclipse,nb,38,0.554557177187738,bert
89.0,eclipse,nb,39,0.56519058690904,bert
90.0,eclipse,nb,40,0.556359448625079,bert
91.0,eclipse,nb,41,0.554049987297989,bert
92.0,eclipse,nb,42,0.574481364275668,bert
93.0,eclipse,nb,43,0.544310302299449,bert
94.0,eclipse,nb,44,0.537190260382656,bert
95.0,eclipse,nb,45,0.535704220390333,bert
96.0,eclipse,nb,46,0.56254691898655,bert
97.0,eclipse,nb,47,0.567035870139528,bert
98.0,eclipse,nb,48,0.541017525350214,bert
99.0,eclipse,nb,49,0.573327108134824,bert
100.0,eclipse,svm,0,0.564487328764447,bert
101.0,eclipse,svm,1,0.538308720112518,bert
102.0,eclipse,svm,2,0.560352609694715,bert
103.0,eclipse,svm,3,0.557880301005697,bert
104.0,eclipse,svm,4,0.577182303167686,bert
105.0,eclipse,svm,5,0.556937310912545,bert
106.0,eclipse,svm,6,0.55266048733576,bert
107.0,eclipse,svm,7,0.552959568522463,bert
108.0,eclipse,svm,8,0.552390542530873,bert
109.0,eclipse,svm,9,0.565557163531114,bert
110.0,eclipse,svm,10,0.564107047955483,bert
111.0,eclipse,svm,11,0.56218192265297,bert
112.0,eclipse,svm,12,0.548506062524919,bert
113.0,eclipse,svm,13,0.568625343878955,bert
114.0,eclipse,svm,14,0.575032720595417,bert
115.0,eclipse,svm,15,0.559085455978233,bert
116.0,eclipse,svm,16,0.539811754225567,bert
117.0,eclipse,svm,17,0.566773537691586,bert
118.0,eclipse,svm,18,0.571184476755129,bert
119.0,eclipse,svm,19,0.576918492872327,bert
120.0,eclipse,svm,20,0.550786611762222,bert
121.0,eclipse,svm,21,0.55552532473125,bert
122.0,eclipse,svm,22,0.562876709116067,bert
123.0,eclipse,svm,23,0.554688846244223,bert
124.0,eclipse,svm,24,0.55979258802019,bert
125.0,eclipse,svm,25,0.563249128783735,bert
126.0,eclipse,svm,26,0.553505437651779,bert
127.0,eclipse,svm,27,0.536443465491924,bert
128.0,eclipse,svm,28,0.549787262306163,bert
129.0,eclipse,svm,29,0.571267397063305,bert
130.0,eclipse,svm,30,0.537980966525316,bert
131.0,eclipse,svm,31,0.5513091389548,bert
132.0,eclipse,svm,32,0.57723065863959,bert
133.0,eclipse,svm,33,0.554140557687789,bert
134.0,eclipse,svm,34,0.550376268881821,bert
135.0,eclipse,svm,35,0.539806900918012,bert
136.0,eclipse,svm,36,0.565922415477819,bert
137.0,eclipse,svm,37,0.568487567440769,bert
138.0,eclipse,svm,38,0.570054510286619,bert
139.0,eclipse,svm,39,0.572456492637216,bert
140.0,eclipse,svm,40,0.564262606371756,bert
141.0,eclipse,svm,41,0.563908701854493,bert
142.0,eclipse,svm,42,0.574331926863572,bert
143.0,eclipse,svm,43,0.545495655987064,bert
144.0,eclipse,svm,44,0.556823558393518,bert
145.0,eclipse,svm,45,0.574165081378144,bert
146.0,eclipse,svm,46,0.554547231779794,bert
147.0,eclipse,svm,47,0.541094107747402,bert
148.0,eclipse,svm,48,0.544173846785065,bert
149.0,eclipse,svm,49,0.574432797158809,bert
150.0,eclipse,rf,0,0.55733216376097,bert
151.0,eclipse,rf,1,0.547582630098453,bert
152.0,eclipse,rf,2,0.55390262298157,bert
153.0,eclipse,rf,3,0.577138570457369,bert
154.0,eclipse,rf,4,0.575297520176656,bert
155.0,eclipse,rf,5,0.557453270480077,bert
156.0,eclipse,rf,6,0.560949221849968,bert
157.0,eclipse,rf,7,0.571046254860962,bert
158.0,eclipse,rf,8,0.566215566850414,bert
159.0,eclipse,rf,9,0.553447803809598,bert
160.0,eclipse,rf,10,0.543811351131674,bert
161.0,eclipse,rf,11,0.55896597012125,bert
162.0,eclipse,rf,12,0.541309012875536,bert
163.0,eclipse,rf,13,0.558115543328748,bert
164.0,eclipse,rf,14,0.565066124904768,bert
165.0,eclipse,rf,15,0.561571077403192,bert
166.0,eclipse,rf,16,0.550021098530136,bert
167.0,eclipse,rf,17,0.566577064435408,bert
168.0,eclipse,rf,18,0.560776632787502,bert
169.0,eclipse,rf,19,0.605273852694761,bert
170.0,eclipse,rf,20,0.549845141308556,bert
171.0,eclipse,rf,21,0.537381284205416,bert
172.0,eclipse,rf,22,0.57363270714604,bert
173.0,eclipse,rf,23,0.548755580794235,bert
174.0,eclipse,rf,24,0.553882577237424,bert
175.0,eclipse,rf,25,0.555088801550218,bert
176.0,eclipse,rf,26,0.556206665962764,bert
177.0,eclipse,rf,27,0.548046989720999,bert
178.0,eclipse,rf,28,0.54077863168053,bert
179.0,eclipse,rf,29,0.580660443708144,bert
180.0,eclipse,rf,30,0.544022238289723,bert
181.0,eclipse,rf,31,0.55877443641353,bert
182.0,eclipse,rf,32,0.576641715533643,bert
183.0,eclipse,rf,33,0.564902678781233,bert
184.0,eclipse,rf,34,0.574414692850501,bert
185.0,eclipse,rf,35,0.558299039780521,bert
186.0,eclipse,rf,36,0.555142661715849,bert
187.0,eclipse,rf,37,0.570897841895379,bert
188.0,eclipse,rf,38,0.557883476935701,bert
189.0,eclipse,rf,39,0.563772634397238,bert
190.0,eclipse,rf,40,0.55895280962093,bert
191.0,eclipse,rf,41,0.559147401950247,bert
192.0,eclipse,rf,42,0.579588607594937,bert
193.0,eclipse,rf,43,0.541305318136792,bert
194.0,eclipse,rf,44,0.552548692221366,bert
195.0,eclipse,rf,45,0.555899034735433,bert
196.0,eclipse,rf,46,0.553829762277135,bert
197.0,eclipse,rf,47,0.541750650672198,bert
198.0,eclipse,rf,48,0.556746380634195,bert
199.0,eclipse,rf,49,0.571205591738979,bert
200.0,eclipse,nn,0,0.534907437073621,bert
201.0,eclipse,nn,1,0.519963080168776,bert
202.0,eclipse,nn,2,0.537025385709596,bert
203.0,eclipse,nn,3,0.511381484867665,bert
204.0,eclipse,nn,4,0.543072518711039,bert
205.0,eclipse,nn,5,0.541722366847253,bert
206.0,eclipse,nn,6,0.510884522613458,bert
207.0,eclipse,nn,7,0.523464522306685,bert
208.0,eclipse,nn,8,0.538793086608821,bert
209.0,eclipse,nn,9,0.52719227910979,bert
210.0,eclipse,nn,10,0.522302308678254,bert
211.0,eclipse,nn,11,0.521204179272497,bert
212.0,eclipse,nn,12,0.534457890663477,bert
213.0,eclipse,nn,13,0.551754759597349,bert
214.0,eclipse,nn,14,0.529806020589557,bert
215.0,eclipse,nn,15,0.542025232585948,bert
216.0,eclipse,nn,16,0.501567738003141,bert
217.0,eclipse,nn,17,0.560703393806694,bert
218.0,eclipse,nn,18,0.537925842273668,bert
219.0,eclipse,nn,19,0.554595668688258,bert
220.0,eclipse,nn,20,0.519339738851934,bert
221.0,eclipse,nn,21,0.505165556173221,bert
222.0,eclipse,nn,22,0.529406763760876,bert
223.0,eclipse,nn,23,0.545405146079737,bert
224.0,eclipse,nn,24,0.543647739525871,bert
225.0,eclipse,nn,25,0.521531348158335,bert
226.0,eclipse,nn,26,0.546378418329638,bert
227.0,eclipse,nn,27,0.500155653450808,bert
228.0,eclipse,nn,28,0.525925086638354,bert
229.0,eclipse,nn,29,0.536431267436136,bert
230.0,eclipse,nn,30,0.523852422175757,bert
231.0,eclipse,nn,31,0.512387761563931,bert
232.0,eclipse,nn,32,0.519951790660515,bert
233.0,eclipse,nn,33,0.541669930289026,bert
234.0,eclipse,nn,34,0.521503590769495,bert
235.0,eclipse,nn,35,0.518755935422602,bert
236.0,eclipse,nn,36,0.549337502442838,bert
237.0,eclipse,nn,37,0.556530025803425,bert
238.0,eclipse,nn,38,0.519318914483325,bert
239.0,eclipse,nn,39,0.544608257591771,bert
240.0,eclipse,nn,40,0.518590149330708,bert
241.0,eclipse,nn,41,0.542709045785864,bert
242.0,eclipse,nn,42,0.523382559774965,bert
243.0,eclipse,nn,43,0.532287429182214,bert
244.0,eclipse,nn,44,0.484759852818694,bert
245.0,eclipse,nn,45,0.532718593672937,bert
246.0,eclipse,nn,46,0.527136768845793,bert
247.0,eclipse,nn,47,0.534240034441596,bert
248.0,eclipse,nn,48,0.529670007619717,bert
249.0,eclipse,nn,49,0.51729055397755,bert
,eclipse,vc,0,0.5638299327170286,bert
,eclipse,vc,1,0.5571729957805907,bert
,eclipse,vc,2,0.5747483313272788,bert
,eclipse,vc,3,0.5677643763040063,bert
,eclipse,vc,4,0.5873898344830282,bert
,eclipse,vc,5,0.5800646122094796,bert
,eclipse,vc,6,0.5568317311639217,bert
,eclipse,vc,7,0.5702382115568757,bert
,eclipse,vc,8,0.5661178980102903,bert
,eclipse,vc,9,0.5570178354910627,bert
,eclipse,vc,10,0.5493046220457671,bert
,eclipse,vc,11,0.5606164544196628,bert
,eclipse,vc,12,0.5615369731935551,bert
,eclipse,vc,13,0.5619675737776666,bert
,eclipse,vc,14,0.5708288566349553,bert
,eclipse,vc,15,0.5598695636832676,bert
,eclipse,vc,16,0.551873080619828,bert
,eclipse,vc,17,0.5823262042539881,bert
,eclipse,vc,18,0.5719049971767363,bert
,eclipse,vc,19,0.595847466237339,bert
,eclipse,vc,20,0.5615035371132933,bert
,eclipse,vc,21,0.5555576216910296,bert
,eclipse,vc,22,0.5820492975914069,bert
,eclipse,vc,23,0.5529078875225191,bert
,eclipse,vc,24,0.5606725945836133,bert
,eclipse,vc,25,0.5611492241096405,bert
,eclipse,vc,26,0.5664396579030726,bert
,eclipse,vc,27,0.5420381791483113,bert
,eclipse,vc,28,0.5738291612782234,bert
,eclipse,vc,29,0.5638201645736791,bert
,eclipse,vc,30,0.5506116506751607,bert
,eclipse,vc,31,0.5500416313223906,bert
,eclipse,vc,32,0.585611621810624,bert
,eclipse,vc,33,0.5669479909140753,bert
,eclipse,vc,34,0.5583548883696579,bert
,eclipse,vc,35,0.5418908937427456,bert
,eclipse,vc,36,0.5711041625952706,bert
,eclipse,vc,37,0.5786916490734224,bert
,eclipse,vc,38,0.5682257780903817,bert
,eclipse,vc,39,0.5706686394701613,bert
,eclipse,vc,40,0.5825509295074665,bert
,eclipse,vc,41,0.5627039649815333,bert
,eclipse,vc,42,0.5936884669479606,bert
,eclipse,vc,43,0.5337419589756038,bert
,eclipse,vc,44,0.5663391191801016,bert
,eclipse,vc,45,0.5644948213908265,bert
,eclipse,vc,46,0.5697792852674382,bert
,eclipse,vc,47,0.5763644547073443,bert
,eclipse,vc,48,0.5434851415509055,bert
,eclipse,vc,49,0.576624640065013,bert
